ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,SENIN10,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME10,EDUC10,LATINO,BRNAGAIN,DESCRIBS10,FAVDEM2,FAVREP2,FINSIT2,FOROBAMAS,GOVTANGR,GOVTDO10,HEALTHCARE10,ISSUE10,LAIDOFF,NECWORRY,OBAMA4,PRIORITY,SENCNTL,STIMULUS,TEAPARTY,TIMESEN10,TRACK,VOTE2008,SEXBLACK,SEXBYRACE,AGE,AGE3,AGE45,AGE60,AGE65,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,INC100K,INC50K,INC30K,INCOME3,INCWHITE,GOVTANG2,ISSUEECON,NECWORR2,OBAMA2,PARTY,PARTYSEX,PARTYWHITE,PTYIDEO,QRACEAI,TEAPARTY3,TIMESENMTH10,TIMESENWK10,WHNCLINC,WHTEVANG,XTEAPARTYID,ABORTION,ABORT2,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
867928.0,Indiana,54.0,Call 1,Complete,Election day exit poll,0.61529803276062,Brad Ellsworth,Female,White,30-39,Democrat,Liberal,"$75,000-$99,999",Some college/assoc. degree,No,No,,,,,,,Government should do more to solve problems,Expand it,The economy,No,Not too worried,Strongly approve,,,,Neutral,Before that,Generally going in the right direction,,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,The economy,Not worried,Approve,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,Neutral,Before that,In the last month or earlier,No,All others,Non-Tea Party supporters and Democrats,,,State questionnaire,Suburbs,Suburbs,1.0,1.0,Midwest,Version 1,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,46356.0
882480.0,Indiana,87.0,Call 2,Complete,Election day exit poll,1.65405142307281,Brad Ellsworth,Female,Other,30-39,Democrat,Liberal,"$30,000-$49,999",Postgraduate study,No,No,,,,,,,Government should do more to solve problems,Expand it,The economy,No,Somewhat worried,Strongly approve,,,,Neutral,Before that,Generally going in the right direction,,Non black female,All other races,30-44,30-59,18-44,30-44,30-39,Other,College graduate,More than High school graduate,Non white college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and non white,,The economy,Worried,Approve,Democrat,Democratic Women,Non White Democrats,Liberal Democrats,Other,Neutral,Before that,In the last month or earlier,No,All others,Non-Tea Party supporters and Democrats,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",9.0,5.0,Midwest,Version 1,Suburb,Urban,Urban Core,Downscale,47403.0
882416.0,Indiana,18.0,Call 2,Complete,Election day exit poll,0.87192565202713,Brad Ellsworth,Female,White,65 or over,Democrat,Moderate,"Under $30,000",High school graduate,No,Yes,,,,,,,Government should do more to solve problems,Expand it,The economy,No,Not too worried,Strongly approve,,,,Neutral,Before that,Generally going in the right direction,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,,The economy,Not worried,Approve,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,Neutral,Before that,In the last month or earlier,Yes,White Born-again/Evangelical Christians,Non-Tea Party supporters and Democrats,,,State questionnaire,Suburbs,Suburbs,3.0,2.0,Midwest,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,46738.0
882227.0,Indiana,34.0,Call 2,Complete,Election day exit poll,0.855711162090302,Brad Ellsworth,Female,White,65 or over,Democrat,Moderate,,High school graduate,No,Yes,,,,,,,Government is doing too many things better left to businesses and individuals,Expand it,The economy,No,Somewhat worried,Strongly approve,,,,Neutral,In the last month,Generally going in the right direction,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,,,,,,,The economy,Worried,Approve,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,Neutral,In the last month,In the last month or earlier,,White Born-again/Evangelical Christians,Non-Tea Party supporters and Democrats,,,State questionnaire,Suburbs,Suburbs,5.0,4.0,Midwest,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,46060.0
901295.0,Indiana,57.0,Call 3,Complete,Election day exit poll,0.857201635837555,Brad Ellsworth,Male,Black,65 or over,Democrat,Moderate,"Under $30,000",Some college/assoc. degree,No,No,,,,,,,Government should do more to solve problems,Expand it,The economy,No,Somewhat worried,Strongly approve,,,,Neutral,In the last three days,Generally going in the right direction,,Black male,Black men,65+,60+,45+,60+,65+,Black 65+,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and non white,,The economy,Worried,Approve,Democrat,Democratic Men,Non White Democrats,Moderate/Conservative Democrats,Black,Neutral,In the last month,In the last week,No,All others,Non-Tea Party supporters and Democrats,,,State questionnaire,Suburbs,Suburbs,1.0,1.0,Midwest,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,46407.0
901293.0,Indiana,57.0,Call 3,Complete,Election day exit poll,0.857201635837555,Brad Ellsworth,Male,Black,65 or over,Democrat,Moderate,"Under $30,000",Some college/assoc. degree,No,No,,,,,,,Government should do more to solve problems,Expand it,The economy,No,Somewhat worried,Strongly approve,,,,Neutral,In the last three days,Generally going in the right direction,,Black male,Black men,65+,60+,45+,60+,65+,Black 65+,No college degree,More than High school graduate,Non white no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and non white,,The economy,Worried,Approve,Democrat,Democratic Men,Non White Democrats,Moderate/Conservative Democrats,Black,Neutral,In the last month,In the last week,No,All others,Non-Tea Party supporters and Democrats,,,State questionnaire,Suburbs,Suburbs,1.0,1.0,Midwest,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,46407.0
880880.0,Indiana,108.0,Call 2,Complete,Election day exit poll,0.471419960260391,Brad Ellsworth,Female,White,60-64,Independent,Moderate,"$100,000-$199,999",College graduate,No,No,,,,,,,Government should do more to solve problems,Expand it,The economy,No,Very worried,Somewhat approve,,,,Neutral,Before that,Generally going in the right direction,,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,The economy,Worried,Approve,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Neutral,Before that,In the last month or earlier,No,All others,Non-Tea Party supporters and Independents/Something else,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",8.0,5.0,Midwest,Version 1,Suburb,Urban,Urban Core,Very upscale,47715.0
867266.0,Indiana,26.0,Call 1,Complete,Election day exit poll,0.854240596294403,Brad Ellsworth,Female,White,30-39,Democrat,Liberal,"$50,000-$74,999",Some college/assoc. degree,No,No,,,,,,,Government should do more to solve problems,Leave it as is,The economy,No,Somewhat worried,Somewhat approve,,,,Neutral,In the last month,Generally going in the right direction,,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,The economy,Worried,Approve,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,Neutral,In the last month,In the last month or earlier,No,All others,Non-Tea Party supporters and Democrats,,,State questionnaire,Suburbs,Suburbs,3.0,2.0,Midwest,Version 1,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,46507.0
901861.0,Indiana,18.0,Call 3,Complete,Election day exit poll,0.854240596294403,Brad Ellsworth,Female,White,30-39,Democrat,Moderate,"$100,000-$199,999",College graduate,No,No,,,,,,,Government should do more to solve problems,Leave it as is,The economy,No,Very worried,Strongly approve,,,,Neutral,Before that,Generally going in the right direction,,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,The economy,Worried,Approve,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,Neutral,Before that,In the last month or earlier,No,All others,Non-Tea Party supporters and Democrats,,,State questionnaire,Suburbs,Suburbs,3.0,2.0,Midwest,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,46738.0
881278.0,Indiana,6.0,Call 2,Complete,Election day exit poll,1.28119683265686,Brad Ellsworth,Female,White,60-64,Democrat,Moderate,"$75,000-$99,999",Postgraduate study,No,Yes,,,,,,,Government is doing too many things better left to businesses and individuals,Leave it as is,The economy,No,Somewhat worried,Somewhat approve,,,,Neutral,In the last month,Generally going in the right direction,,Non black female,White women,45-65,60+,45+,60+,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,The economy,Worried,Approve,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,Neutral,In the last month,In the last month or earlier,No,White Born-again/Evangelical Christians,Non-Tea Party supporters and Democrats,,,State questionnaire,Suburbs,Suburbs,3.0,2.0,Midwest,Version 1,Suburb,80s Suburbs,Urban Perimeter,Upscale,46818.0
866693.0,Indiana,24.0,Call 1,Complete,Election day exit poll,1.16904020309448,Brad Ellsworth,Male,White,50-59,Democrat,Liberal,"Under $30,000",High school graduate,No,No,,,,,,,Government should do more to solve problems,Leave it as is,The economy,No,Not too worried,Strongly approve,,,,Neutral,In the last month,Generally going in the right direction,,Non black male,White men,45-65,30-59,45+,45-59,50-64,White 45-54,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,Less than 30k,Less than 50 thousand,Under 50 thousand and white,,The economy,Not worried,Approve,Democrat,Democratic Men,White Democrats,Liberal Democrats,White,Neutral,In the last month,In the last month or earlier,Yes,All others,Non-Tea Party supporters and Democrats,,,State questionnaire,Suburbs,Suburbs,2.0,2.0,Midwest,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,46516.0
899750.0,Indiana,6.0,Call 3,Complete,Election day exit poll,1.2900390625,Brad Ellsworth,Female,White,25-29,Democrat,Liberal,"$50,000-$74,999",High school graduate,No,No,,,,,,,Government should do more to solve problems,Leave it as is,The economy,No,Somewhat worried,Somewhat approve,,,,Neutral,In the last month,Generally going in the right direction,,Non black female,White women,18-29,18-29,18-44,18-29,25-29,White 18-29,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,The economy,Worried,Approve,Democrat,Democratic Women,White Democrats,Liberal Democrats,White,Neutral,In the last month,In the last month or earlier,No,All others,Non-Tea Party supporters and Democrats,,,State questionnaire,Suburbs,Suburbs,3.0,2.0,Midwest,Version 1,Suburb,80s Suburbs,Urban Perimeter,Upscale,46818.0
867396.0,Indiana,70.0,Call 1,Complete,Election day exit poll,0.448950618505478,Brad Ellsworth,Female,White,30-39,Democrat,Moderate,"$30,000-$49,999",College graduate,No,No,,,,,,,Government should do more to solve problems,Leave it as is,The economy,No,Somewhat worried,Somewhat approve,,,,Neutral,In the last three days,Generally going in the right direction,,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,,The economy,Worried,Approve,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,Neutral,In the last month,In the last week,No,All others,Non-Tea Party supporters and Democrats,,,State questionnaire,"Cities over 500,000","Cities over 50,000",7.0,3.0,Midwest,Version 1,High Density Urban,Urban,Urban Core,Downscale,46205.0
882299.0,Indiana,38.0,Call 2,Complete,Election day exit poll,0.843486726284027,Brad Ellsworth,Female,White,65 or over,Democrat,Conservative,,Some college/assoc. degree,No,Yes,,,,,,,Government is doing too many things better left to businesses and individuals,Omit,The economy,No,Very worried,Somewhat approve,,,,Neutral,In the last week,Generally going in the right direction,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,,,,,,,The economy,Worried,Approve,Democrat,Democratic Women,White Democrats,Moderate/Conservative Democrats,White,Neutral,In the last month,In the last week,,White Born-again/Evangelical Christians,Non-Tea Party supporters and Democrats,,,State questionnaire,Suburbs,Suburbs,5.0,4.0,Midwest,Version 1,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,46140.0
901485.0,Indiana,108.0,Call 3,Complete,Election day exit poll,0.46185827255249,Brad Ellsworth,Female,White,50-59,Independent,Conservative,"$100,000-$199,999",College graduate,No,Yes,,,,,,,Government is doing too many things better left to businesses and individuals,Omit,The economy,No,Somewhat worried,Somewhat disapprove,,,,Neutral,Before that,Generally going in the right direction,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,The economy,Worried,Disapprove,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Neutral,Before that,In the last month or earlier,No,White Born-again/Evangelical Christians,Non-Tea Party supporters and Independents/Something else,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",8.0,5.0,Midwest,Version 1,Suburb,Urban,Urban Core,Very upscale,47715.0
882535.0,Indiana,45.0,Call 2,Complete,Election day exit poll,1.26483702659607,Brad Ellsworth,Male,White,65 or over,Independent,Moderate,"$30,000-$49,999",High school graduate,No,No,,,,,,,Government should do more to solve problems,Expand it,Illegal immigration,No,Not too worried,Strongly approve,,,,Neutral,Before that,Generally going in the right direction,,Non black male,White men,65+,60+,45+,60+,65+,White 65+,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,,Something else,Not worried,Approve,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Neutral,Before that,In the last month or earlier,Yes,All others,Non-Tea Party supporters and Independents/Something else,,,State questionnaire,Suburbs,Suburbs,5.0,2.0,Midwest,Version 1,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,46750.0
882601.0,Indiana,100.0,Call 2,Complete,Election day exit poll,0.589922308921814,Brad Ellsworth,Male,White,65 or over,Democrat,Moderate,"$50,000-$74,999",Some college/assoc. degree,No,Yes,,,,,,,Government should do more to solve problems,Leave it as is,Illegal immigration,No,Not too worried,Somewhat approve,,,,Neutral,Before that,Generally going in the right direction,,Non black male,White men,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,Something else,Not worried,Approve,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,Neutral,Before that,In the last month or earlier,No,White Born-again/Evangelical Christians,Non-Tea Party supporters and Democrats,,,State questionnaire,Suburbs,Suburbs,2.0,1.0,Midwest,Version 1,Suburb,60s Suburbs,Urban Perimeter,Upscale,46544.0
870320.0,Indiana,18.0,Call 1,Complete,Election day exit poll,0.872342526912689,Dan Coats,Male,White,40-44,Democrat,Moderate,"$30,000-$49,999",Postgraduate study,No,Yes,,,,,,,Government is doing too many things better left to businesses and individuals,Expand it,The war in Afghanistan,Yes,Somewhat worried,Somewhat approve,,,,Neutral,In the last three days,Generally going in the right direction,,Non black male,White men,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,,Something else,Worried,Approve,Democrat,Democratic Men,White Democrats,Moderate/Conservative Democrats,White,Neutral,In the last month,In the last week,No,White Born-again/Evangelical Christians,Non-Tea Party supporters and Democrats,,,State questionnaire,Suburbs,Suburbs,3.0,2.0,Midwest,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,46738.0
883918.0,Indiana,90.0,Call 2,Complete,Election day exit poll,1.23228120803833,Dan Coats,Female,White,18-24,Independent,Liberal,"$50,000-$74,999",Some college/assoc. degree,No,Yes,,,,,,,Government is doing too many things better left to businesses and individuals,Leave it as is,The war in Afghanistan,Yes,Not too worried,Somewhat disapprove,,,,Neutral,In the last month,Generally going in the right direction,,Non black female,White women,18-29,18-29,18-44,18-29,18-24,White 18-29,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,Something else,Not worried,Disapprove,Independent/Something else,Independent Women,White Independents,Independents/Something else,White,Neutral,In the last month,In the last month or earlier,No,White Born-again/Evangelical Christians,Non-Tea Party supporters and Independents/Something else,,,State questionnaire,Rural,Small Cities/Rural,4.0,2.0,Midwest,Version 1,Low Density Rural,Rural,Rural,Downscale,47933.0
881922.0,Indiana,87.0,Call 2,Complete,Election day exit poll,1.92376267910004,Dan Coats,Female,White,30-39,Republican,Moderate,"$75,000-$99,999",Some college/assoc. degree,No,Yes,,,,,,,Government is doing too many things better left to businesses and individuals,Omit,Health care,Yes,Somewhat worried,Somewhat disapprove,,,,Neutral,Before that,Generally going in the right direction,,Non black female,White women,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,Something else,Worried,Disapprove,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,Neutral,Before that,In the last month or earlier,No,White Born-again/Evangelical Christians,Non-Tea Party supporters and Republicans,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",9.0,5.0,Midwest,Version 1,Suburb,Urban,Urban Core,Downscale,47403.0
899535.0,Indiana,100.0,Call 3,Complete,Election day exit poll,0.619820654392242,Dan Coats,Male,White,40-44,Republican,Moderate,"$50,000-$74,999",Some college/assoc. degree,No,No,,,,,,,Government should do more to solve problems,Expand it,The economy,Yes,Somewhat worried,Somewhat disapprove,,,,Neutral,Before that,Generally going in the right direction,,Non black male,White men,30-44,30-59,18-44,30-44,40-49,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,The economy,Worried,Disapprove,Republican,Republican Men,White Republicans,Moderate/Liberal Republicans,White,Neutral,Before that,In the last month or earlier,No,All others,Non-Tea Party supporters and Republicans,,,State questionnaire,Suburbs,Suburbs,2.0,1.0,Midwest,Version 1,Suburb,60s Suburbs,Urban Perimeter,Upscale,46544.0
881865.0,Indiana,45.0,Call 2,Complete,Election day exit poll,1.25617325305939,Dan Coats,Male,White,30-39,Something else,Moderate,"$30,000-$49,999",High school graduate,No,Yes,,,,,,,Government is doing too many things better left to businesses and individuals,Leave it as is,The economy,Yes,Somewhat worried,Somewhat approve,,,,Neutral,In the last week,Generally going in the right direction,,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,High school graduate or less,White no college degree,Less than 100k,Less than 50k,30k or more,Less than 50 thousand,Under 50 thousand and white,,The economy,Worried,Approve,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Neutral,In the last month,In the last week,Yes,White Born-again/Evangelical Christians,Non-Tea Party supporters and Independents/Something else,,,State questionnaire,Suburbs,Suburbs,5.0,2.0,Midwest,Version 1,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,46750.0
867736.0,Indiana,54.0,Call 1,Complete,Election day exit poll,0.683179676532745,Dan Coats,Male,White,25-29,Independent,Moderate,"$50,000-$74,999",College graduate,No,Yes,,,,,,,Omit,Repeal it,The economy,Yes,Somewhat worried,Somewhat disapprove,,,,Neutral,In the last month,Generally going in the right direction,,Non black male,White men,18-29,18-29,18-44,18-29,25-29,White 18-29,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,The economy,Worried,Disapprove,Independent/Something else,Independent Men,White Independents,Independents/Something else,White,Neutral,In the last month,In the last month or earlier,No,White Born-again/Evangelical Christians,Non-Tea Party supporters and Independents/Something else,,,State questionnaire,Suburbs,Suburbs,1.0,1.0,Midwest,Version 1,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,46356.0
904921.0,Indiana,56.0,Call 3,Complete,Election day exit poll,1.93463826179504,Dan Coats,Female,Black,18-24,Independent,,,High school graduate,No,Yes,,,,,,,Omit,Omit,The war in Afghanistan,No,Not too worried,Somewhat approve,,,,Neutral,In the last three days,Generally going in the right direction,,Black female,Black women,18-29,18-29,18-44,18-29,18-24,Black 18-29,No college degree,High school graduate or less,Non white no college degree,,,,,,,Something else,Not worried,Approve,Independent/Something else,Independent Women,All others,Independents/Something else,Black,Neutral,In the last month,In the last week,,All others,Non-Tea Party supporters and Independents/Something else,,,State questionnaire,Suburbs,Suburbs,1.0,1.0,Midwest,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,46406.0
883049.0,Indiana,26.0,Call 2,Complete,Election day exit poll,0.896547496318817,Dan Coats,Male,White,18-24,Republican,Conservative,"$50,000-$74,999",High school graduate,No,Yes,,,,,,,Government is doing too many things better left to businesses and individuals,Expand it,Health care,No,Not too worried,Strongly disapprove,,,,Neutral,In the last week,Generally going in the right direction,,Non black male,White men,18-29,18-29,18-44,18-29,18-24,White 18-29,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,Something else,Not worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Neutral,In the last month,In the last week,No,White Born-again/Evangelical Christians,Non-Tea Party supporters and Republicans,,,State questionnaire,Suburbs,Suburbs,3.0,2.0,Midwest,Version 1,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,46507.0
881959.0,Indiana,35.0,Call 2,Complete,Election day exit poll,1.11692345142365,Dan Coats,Female,White,45-49,Republican,Moderate,"$100,000-$199,999",Some college/assoc. degree,No,No,,,,,,,Government is doing too many things better left to businesses and individuals,Expand it,The economy,No,Somewhat worried,Somewhat approve,,,,Neutral,Before that,Generally going in the right direction,,Non black female,White women,45-65,30-59,45+,45-59,40-49,White 45-54,No college degree,More than High school graduate,White no college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,The economy,Worried,Approve,Republican,Republican Women,White Republicans,Moderate/Liberal Republicans,White,Neutral,Before that,In the last month or earlier,No,All others,Non-Tea Party supporters and Republicans,,,State questionnaire,Suburbs,Suburbs,5.0,4.0,Midwest,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,46062.0
900114.0,Indiana,72.0,Call 3,Complete,Election day exit poll,0.912104249000549,Dan Coats,Male,White,18-24,Republican,Moderate,"$75,000-$99,999",High school graduate,No,No,,,,,,,Government should do more to solve problems,Expand it,The economy,No,Very worried,Somewhat approve,,,,Neutral,In the last three days,Generally going in the right direction,,Non black male,White men,18-29,18-29,18-44,18-29,18-24,White 18-29,No college degree,High school graduate or less,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,The economy,Worried,Approve,Republican,Republican Men,White Republicans,Moderate/Liberal Republicans,White,Neutral,In the last month,In the last week,No,All others,Non-Tea Party supporters and Republicans,,,State questionnaire,"Cities over 500,000","Cities over 50,000",7.0,3.0,Midwest,Version 1,Suburb,Urban,Urban Core,Very downscale,46221.0
899476.0,Indiana,35.0,Call 3,Complete,Election day exit poll,1.12516450881958,Dan Coats,Male,White,40-44,Republican,Conservative,"$100,000-$199,999",Postgraduate study,No,No,,,,,,,Government is doing too many things better left to businesses and individuals,Expand it,The economy,No,Very worried,Somewhat disapprove,,,,Neutral,In the last three days,Generally going in the right direction,,Non black male,White men,30-44,30-59,18-44,30-44,40-49,White 30-44,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,The economy,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Neutral,In the last month,In the last week,No,All others,Non-Tea Party supporters and Republicans,,,State questionnaire,Suburbs,Suburbs,5.0,4.0,Midwest,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,46062.0
867448.0,Indiana,100.0,Call 1,Complete,Election day exit poll,0.615280866622925,Dan Coats,Female,White,50-59,Republican,Conservative,"$75,000-$99,999",Postgraduate study,No,Yes,,,,,,,Government should do more to solve problems,Repeal it,The economy,No,Somewhat worried,Somewhat approve,,,,Neutral,Before that,Generally going in the right direction,,Non black female,White women,45-65,30-59,45+,45-59,50-64,White 45-54,College graduate,More than High school graduate,White college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,The economy,Worried,Approve,Republican,Republican Women,White Republicans,Conservative Republicans,White,Neutral,Before that,In the last month or earlier,No,White Born-again/Evangelical Christians,Non-Tea Party supporters and Republicans,,,State questionnaire,Suburbs,Suburbs,2.0,1.0,Midwest,Version 1,Suburb,60s Suburbs,Urban Perimeter,Upscale,46544.0
867301.0,Indiana,18.0,Call 1,Complete,Election day exit poll,0.872342526912689,Dan Coats,Male,White,30-39,Republican,Moderate,"$75,000-$99,999",Some college/assoc. degree,No,Yes,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,No,Somewhat worried,Somewhat disapprove,,,,Neutral,In the last three days,Generally going in the right direction,,Non black male,White men,30-44,30-59,18-44,30-44,30-39,White 30-44,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,The economy,Worried,Disapprove,Republican,Republican Men,White Republicans,Moderate/Liberal Republicans,White,Neutral,In the last month,In the last week,No,White Born-again/Evangelical Christians,Non-Tea Party supporters and Republicans,,,State questionnaire,Suburbs,Suburbs,3.0,2.0,Midwest,Version 1,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,46738.0
866582.0,Indiana,73.0,Call 1,Complete,Election day exit poll,0.87217789888382,Dan Coats,Male,White,45-49,Republican,Conservative,"$100,000-$199,999",Postgraduate study,No,No,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,No,Somewhat worried,Somewhat disapprove,,,,Neutral,Before that,Generally going in the right direction,,Non black male,White men,45-65,30-59,45+,45-59,40-49,White 45-54,College graduate,More than High school graduate,White college degree,100k or more,50k or more,30k or more,100 thousand or more,Over 50 thousand and white,,The economy,Worried,Disapprove,Republican,Republican Men,White Republicans,Conservative Republicans,White,Neutral,Before that,In the last month or earlier,No,All others,Non-Tea Party supporters and Republicans,,,State questionnaire,"Cities over 500,000","Cities over 50,000",5.0,3.0,Midwest,Version 1,Suburb,Urban,Urban Core,Very upscale,46237.0
900363.0,Indiana,84.0,Call 3,Complete,Election day exit poll,0.909134447574615,Dan Coats,Female,White,65 or over,Republican,Conservative,"$75,000-$99,999",Some college/assoc. degree,No,Yes,,,,,,,Government is doing too many things better left to businesses and individuals,Repeal it,The economy,No,Not too worried,Strongly disapprove,,,,Neutral,In the last three days,Generally going in the right direction,,Non black female,White women,65+,60+,45+,60+,65+,White 65+,No college degree,More than High school graduate,White no college degree,Less than 100k,50k or more,30k or more,50 to 100 thousand,Over 50 thousand and white,,The economy,Not worried,Disapprove,Republican,Republican Women,White Republicans,Conservative Republicans,White,Neutral,In the last month,In the last week,No,White Born-again/Evangelical Christians,Non-Tea Party supporters and Republicans,,,State questionnaire,Rural,Small Cities/Rural,5.0,2.0,Midwest,Version 1,Extremely Low Density Rural,Rural,Rural,Downscale,46911.0
